image_id,filename,relative_path,tract,category,super_category,super_category_id,class_name,class_id,width,height,aspect_ratio,file_size_kb,laplacian_var,mean_brightness,specular_ratio,quality_tag,phash,split
IMG_07995,c84cc851-a142-4d72-ac5c-257051c06919.jpg,upper-gi-tract/anatomical-landmarks/pylorus/c84cc851-a142-4d72-ac5c-257051c06919.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1349,1071,1.26,666.65,69.19,126.49,0.052,Motion_Blur,a5d2554b542f1acd,train
IMG_01656,3d796f3e-ca0e-4369-a080-7d0510389eb4.jpg,lower-gi-tract/pathological-findings/polyps/3d796f3e-ca0e-4369-a080-7d0510389eb4.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,622,530,1.174,32.16,348.98,109.27,0.613,Good_Quality,94e157115a1fc379,train
IMG_07156,f3665243-9b69-4721-a8d6-dc06db812e05.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/f3665243-9b69-4721-a8d6-dc06db812e05.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,531,1.192,207.2,506.99,108.31,0.275,Good_Quality,d585d51557d5468a,train
IMG_08368,311c6f74-91c4-4cee-9828-6047ae701ea5.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/311c6f74-91c4-4cee-9828-6047ae701ea5.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1012,1.207,847.95,74.61,104.13,0.222,Motion_Blur,e06a15ab55a956b9,train
IMG_05961,bff629c1-e9bf-44a8-953d-31ec761b6ad7.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/bff629c1-e9bf-44a8-953d-31ec761b6ad7.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,633,532,1.19,202.18,527.34,94.18,1.946,Good_Quality,9e1650395e71d82f,train
IMG_10167,5f564055-56d2-4039-89ed-668d5a6b3df1.jpg,upper-gi-tract/pathological-findings/esophagitis-a/5f564055-56d2-4039-89ed-668d5a6b3df1.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1349,1071,1.26,670.54,61.67,113.28,0.008,Motion_Blur,f06900be056f57b6,train
IMG_03667,8d486b6b-ecb1-4bd7-992e-255d1c528bb4.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/8d486b6b-ecb1-4bd7-992e-255d1c528bb4.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,627,548,1.144,189.28,478.14,113.43,0.134,Good_Quality,913b143e55aa55ab,train
IMG_00606,96944ffd-c92a-46aa-84fc-8fb8ccabf986.jpg,lower-gi-tract/anatomical-landmarks/cecum/96944ffd-c92a-46aa-84fc-8fb8ccabf986.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,242.64,381.14,115.36,0.08,Good_Quality,d503170e430fcbde,train
IMG_03080,dfc8ddb9-eca3-40dc-9e6d-1198908b9bd7.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/dfc8ddb9-eca3-40dc-9e6d-1198908b9bd7.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,617,529,1.166,175.28,91.47,78.79,0.103,Good_Quality,d06010050fff1ff7,train
IMG_03415,2b1fdb5a-6f73-4865-ac6d-ee74f7eae40a.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/2b1fdb5a-6f73-4865-ac6d-ee74f7eae40a.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,603,527,1.144,140.86,555.7,67.21,0.153,Good_Quality,c100171f1ffb7878,train
IMG_05732,89d41b0e-d6c7-42f6-887d-490bc6fec7df.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/89d41b0e-d6c7-42f6-887d-490bc6fec7df.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,635,548,1.159,255.44,559.52,115.51,0.377,Good_Quality,d4205583539f6afa,train
IMG_03782,bf510e62-fdd3-4e4e-bad9-ab4c3ec8af89.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/bf510e62-fdd3-4e4e-bad9-ab4c3ec8af89.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,168.48,629.58,99.0,0.226,Good_Quality,8504571553db4e5f,train
IMG_01097,300a1103-69ea-492f-ad5b-1b7a7dd90c05.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/300a1103-69ea-492f-ad5b-1b7a7dd90c05.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,624,530,1.177,186.58,254.97,107.76,3.777,Good_Quality,a537455551745ed8,train
IMG_08337,27b1f707-6fd0-405d-aeab-bf42d1bd3a99.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/27b1f707-6fd0-405d-aeab-bf42d1bd3a99.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1349,1071,1.26,689.99,109.22,104.51,0.437,Good_Quality,b7b1406d414bda5b,train
IMG_00701,ad7e9b5b-e82c-41d5-876f-e789f7677964.jpg,lower-gi-tract/anatomical-landmarks/cecum/ad7e9b5b-e82c-41d5-876f-e789f7677964.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,633,531,1.192,207.84,414.81,108.11,0.046,Good_Quality,c5015d07437f3397,train
IMG_03806,c9e2121d-df8e-4216-8f11-5b8f61b97f52.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/c9e2121d-df8e-4216-8f11-5b8f61b97f52.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,604,525,1.15,143.95,552.56,66.23,0.153,Good_Quality,c020171f1efe7c3c,train
IMG_07651,6d889472-4e94-49ed-ac66-ac0e6ebe4029.jpg,upper-gi-tract/anatomical-landmarks/pylorus/6d889472-4e94-49ed-ac66-ac0e6ebe4029.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1349,1071,1.26,701.24,64.73,128.95,0.118,Motion_Blur,c447058f15bc1fb6,train
IMG_04747,afb0d8e9-39d0-417b-83a6-71cd6a499f6a.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/afb0d8e9-39d0-417b-83a6-71cd6a499f6a.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,147.55,633.17,95.36,1.467,Good_Quality,a584751557d5561e,train
IMG_04826,c0775528-0268-4d99-bae5-856fb44c2536.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/c0775528-0268-4d99-bae5-856fb44c2536.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,146.97,580.0,106.26,2.499,Good_Quality,b525559555d4561e,train
IMG_04623,93c4dd81-dba3-4653-b867-311233738a00.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/93c4dd81-dba3-4653-b867-311233738a00.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,621,531,1.169,151.09,602.25,97.01,0.236,Good_Quality,c9241f0b521e77e9,train
IMG_02748,22d28771-51a9-4e12-b7c8-78ee720529c0.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/22d28771-51a9-4e12-b7c8-78ee720529c0.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,571,532,1.073,203.81,312.7,107.56,0.766,Good_Quality,953f421600fb50ff,train
IMG_01764,57ae7d55-efe8-4a4d-a708-d6d885a9a285.jpg,lower-gi-tract/pathological-findings/polyps/57ae7d55-efe8-4a4d-a708-d6d885a9a285.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,626,546,1.147,40.06,552.92,93.76,5.777,High_Reflection,94e145818687d7df,train
IMG_08486,5a04d329-467e-4024-b623-73bd362e0f3c.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/5a04d329-467e-4024-b623-73bd362e0f3c.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1011,1.208,718.36,271.13,117.64,0.153,Good_Quality,8595456a176b5679,train
IMG_07668,73207565-8ebc-4d5e-8a15-34065b75c095.jpg,upper-gi-tract/anatomical-landmarks/pylorus/73207565-8ebc-4d5e-8a15-34065b75c095.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1349,1071,1.26,887.99,218.24,120.63,0.482,Good_Quality,d56300cc448f77bb,train
IMG_08228,04220c46-c677-496e-85f8-672629e7520f.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/04220c46-c677-496e-85f8-672629e7520f.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1349,1071,1.26,688.71,73.23,97.52,4.41,Motion_Blur,f10f807e07609eeb,train
IMG_08964,fdc39910-17e3-4fdb-abce-e420ec632cd9.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/fdc39910-17e3-4fdb-abce-e420ec632cd9.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1020,1.197,1194.3,1186.57,119.35,0.621,Good_Quality,e096154a07af1bed,train
IMG_06958,c107eb16-2f46-49ff-8cec-b2511f6a2dbb.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/c107eb16-2f46-49ff-8cec-b2511f6a2dbb.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,531,1.192,221.99,671.8,101.53,0.585,Good_Quality,95255a555973728e,train
IMG_04624,93d9947e-32ac-49c4-98d9-2196fb1d38fe.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/93d9947e-32ac-49c4-98d9-2196fb1d38fe.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,163.3,627.1,105.15,0.783,Good_Quality,f1e08505551557f7,train
IMG_00383,5acbc959-883f-4628-9572-ae5ab6ee7e0b.jpg,lower-gi-tract/anatomical-landmarks/cecum/5acbc959-883f-4628-9572-ae5ab6ee7e0b.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,622,530,1.174,210.69,299.93,116.73,0.237,Good_Quality,956f56914a615eb4,train
IMG_07724,816fd9be-6429-4f1c-a148-cd3a0deef5b1.jpg,upper-gi-tract/anatomical-landmarks/pylorus/816fd9be-6429-4f1c-a148-cd3a0deef5b1.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,795.55,76.45,134.68,1.333,Motion_Blur,a44b550657eb40f7,train
IMG_06998,cdb24b45-b141-47cf-af7d-c396336bd844.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/cdb24b45-b141-47cf-af7d-c396336bd844.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,622,529,1.176,240.63,324.65,110.07,3.132,Good_Quality,d5fa104003637fe7,train
IMG_08229,043d8d2e-119d-4011-a1f6-a0834eb38a91.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/043d8d2e-119d-4011-a1f6-a0834eb38a91.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1020,1.197,1006.2,709.77,138.86,11.492,High_Reflection,f0b700cd037e0f5e,train
IMG_07472,41ea31a1-919e-45c5-98ab-b0459b03bf91.jpg,upper-gi-tract/anatomical-landmarks/pylorus/41ea31a1-919e-45c5-98ab-b0459b03bf91.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1015,1.207,711.15,32.59,141.79,0.08,Motion_Blur,95724183558f5edc,train
IMG_01174,5cb5bd19-fd83-4531-9ab1-5abe8050268f.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/5cb5bd19-fd83-4531-9ab1-5abe8050268f.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,622,469,1.326,165.47,502.35,73.39,0.007,Good_Quality,95224ecf1ba1f43c,train
IMG_06690,7ff6da06-0d3a-4171-ab4c-43747f2eb69c.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/7ff6da06-0d3a-4171-ab4c-43747f2eb69c.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,634,530,1.196,220.46,467.37,89.85,0.464,Good_Quality,f0261d31c18f6cdb,train
IMG_01708,4a8913d0-c90f-4932-aa36-76fd055fb633.jpg,lower-gi-tract/pathological-findings/polyps/4a8913d0-c90f-4932-aa36-76fd055fb633.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,1220,1011,1.207,86.21,95.94,130.9,0.086,Good_Quality,c07a15ee56294aed,train
IMG_05210,e879c2bb-7f13-4e54-bbce-0b103edf5f1d.jpg,lower-gi-tract/quality-of-mucosal-views/impacted-stool/e879c2bb-7f13-4e54-bbce-0b103edf5f1d.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,impacted-stool,11,633,531,1.192,165.71,596.83,85.34,0.142,Good_Quality,b50cd73746db5288,train
IMG_03652,88fc65c6-157a-4dc6-8721-fecd86ec075f.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/88fc65c6-157a-4dc6-8721-fecd86ec075f.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,159.75,619.57,93.71,0.159,Good_Quality,a508571d5a774a76,train
IMG_04498,78110422-7685-4b93-87b3-d583592f6088.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/78110422-7685-4b93-87b3-d583592f6088.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,161.23,728.1,82.67,4.076,High_Reflection,a5a5d51556d6529a,train
IMG_08325,24336e74-432c-4be5-aa50-c8378cbd35fd.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/24336e74-432c-4be5-aa50-c8378cbd35fd.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1279,1023,1.25,626.73,16.72,120.86,4.438,Motion_Blur,a7729529556c956a,train
IMG_09846,eee2495d-3bf4-4a57-96eb-28ad30724464.jpg,upper-gi-tract/anatomical-landmarks/z-line/eee2495d-3bf4-4a57-96eb-28ad30724464.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1221,1012,1.207,698.46,38.06,118.05,2.33,Motion_Blur,e03f10ff04ee436c,train
IMG_01076,1fb6072b-97a7-47f5-a3e3-f2cca2007d80.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/1fb6072b-97a7-47f5-a3e3-f2cca2007d80.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,572,531,1.077,183.02,181.23,84.67,0.005,Good_Quality,813f956a51aa54fc,train
IMG_10431,21398e05-efaa-4011-9edc-f65cde2b2d4c.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/21398e05-efaa-4011-9edc-f65cde2b2d4c.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1349,1071,1.26,698.23,76.97,124.63,0.218,Motion_Blur,95d1411b453e477e,train
IMG_10629,db7e99ab-be5e-4ee9-a2eb-32a8c426c5ab.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/db7e99ab-be5e-4ee9-a2eb-32a8c426c5ab.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1221,1012,1.207,752.58,79.28,156.81,0.045,Motion_Blur,f06dc43c11b64e5d,train
IMG_01397,faca10d5-23c1-4735-9615-c794caad7a98.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/faca10d5-23c1-4735-9615-c794caad7a98.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,635,548,1.159,230.36,390.17,102.72,0.354,Good_Quality,b50a55e0567fca34,train
IMG_00546,87bb8d8e-c1e2-424f-93ce-9c0c860849c0.jpg,lower-gi-tract/anatomical-landmarks/cecum/87bb8d8e-c1e2-424f-93ce-9c0c860849c0.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,222.83,514.87,122.52,0.073,Good_Quality,9501559447db4e9f,train
IMG_05053,f722fadd-da5a-4100-ba8b-55b992f6b970.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/f722fadd-da5a-4100-ba8b-55b992f6b970.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,166.5,597.66,107.71,0.165,Good_Quality,b521c581451f7d37,train
IMG_05005,eaf46927-019c-4159-8249-51dea0c281b0.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/eaf46927-019c-4159-8249-51dea0c281b0.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,144.27,623.63,99.12,0.613,Good_Quality,c18515165e7b5f0e,train
IMG_03214,6d872306-c295-4534-9d6b-9a01fa810421.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/6d872306-c295-4534-9d6b-9a01fa810421.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-3,21,602,531,1.134,180.88,557.82,77.56,2.236,Good_Quality,e0c9871e07d0d33f,train
IMG_06421,36f512e1-455b-441c-a6b9-76126dfdd3d5.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/36f512e1-455b-441c-a6b9-76126dfdd3d5.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,532,1.19,221.71,531.81,91.46,0.256,Good_Quality,b12455584f656e79,train
IMG_06359,27acf478-dd6e-4965-b15d-ad3cf624acd8.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/27acf478-dd6e-4965-b15d-ad3cf624acd8.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,627,531,1.181,189.33,512.78,97.04,0.929,Good_Quality,9595d50e16b67c68,train
IMG_06148,ee06e68d-f46a-46d7-be86-531e3eed5f3a.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/ee06e68d-f46a-46d7-be86-531e3eed5f3a.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,623,530,1.175,261.28,534.46,101.82,4.172,High_Reflection,f895041783dadf1c,train
IMG_06429,3a1208f6-2b58-4995-9f65-eb42fe9d554f.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/3a1208f6-2b58-4995-9f65-eb42fe9d554f.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,532,1.19,219.02,387.11,101.6,0.073,Good_Quality,946b57311e2d5a9c,train
IMG_10453,3344ca2b-8621-4ffc-9e16-c0755f38e9b5.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/3344ca2b-8621-4ffc-9e16-c0755f38e9b5.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1349,1071,1.26,694.89,60.36,111.47,2.062,Motion_Blur,d1d9d0c140f51b5f,train
IMG_02032,990230d0-6146-43a0-b97b-172ddeb9ba5e.jpg,lower-gi-tract/pathological-findings/polyps/990230d0-6146-43a0-b97b-172ddeb9ba5e.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,572,532,1.075,233.04,278.48,101.6,0.106,Good_Quality,8c1f056445f355be,train
IMG_02222,ca4b2c4a-19b0-44df-8cc9-f0c12087cc19.jpg,lower-gi-tract/pathological-findings/polyps/ca4b2c4a-19b0-44df-8cc9-f0c12087cc19.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,525,531,0.989,25.39,370.97,86.04,0.196,Good_Quality,90631c0a6729faef,train
IMG_04798,bad5dcf8-324f-4a18-8e9b-e60eac664fce.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/bad5dcf8-324f-4a18-8e9b-e60eac664fce.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,171.33,631.43,106.97,1.408,Good_Quality,b521c58545157777,train
IMG_05810,9b77b2f1-f358-4b03-86c5-71caf9b5f42f.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/9b77b2f1-f358-4b03-86c5-71caf9b5f42f.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,624,530,1.177,213.23,354.19,88.47,4.302,High_Reflection,a5a9545f505b626e,train
IMG_07072,dcef8f9e-8145-4201-990f-e83a5785a989.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/dcef8f9e-8145-4201-990f-e83a5785a989.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,616,529,1.164,182.99,252.53,66.89,0.273,Good_Quality,9d953552644c9adb,train
IMG_06534,54a11d64-cb65-4eb8-8563-0e404fbc6e59.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/54a11d64-cb65-4eb8-8563-0e404fbc6e59.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,588,488,1.205,197.12,327.88,78.04,0.549,Good_Quality,d03d03f03f8dc3f0,train
IMG_05846,a34d5d50-0696-442d-8e9a-d10e63b8eeea.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/a34d5d50-0696-442d-8e9a-d10e63b8eeea.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,635,548,1.159,238.28,646.04,100.62,0.206,Good_Quality,9529551b166dce33,train
IMG_09952,101b7a09-3116-4f28-afc4-e4705999a038.jpg,upper-gi-tract/pathological-findings/barretts-short-segment/101b7a09-3116-4f28-afc4-e4705999a038.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,barretts-short-segment,1,1221,1012,1.207,736.38,80.52,151.79,0.339,Good_Quality,a52f503645d752cd,train
IMG_01285,ab047395-bf77-49a9-b901-f593281298ba.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/ab047395-bf77-49a9-b901-f593281298ba.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,560,530,1.057,157.63,246.52,83.33,4.259,High_Reflection,e63d003b01b75f6a,train
IMG_02896,79c17733-0a53-4e97-bd33-d674388dc491.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/79c17733-0a53-4e97-bd33-d674388dc491.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,572,530,1.079,163.62,652.42,106.94,4.258,High_Reflection,c02f043f8778cf78,train
IMG_08978,00ab5b44-ff96-42fc-bc3b-9489fcc5d488.jpg,upper-gi-tract/anatomical-landmarks/z-line/00ab5b44-ff96-42fc-bc3b-9489fcc5d488.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1349,1071,1.26,717.75,65.28,109.37,0.03,Motion_Blur,d13fc0ff01784bc8,train
IMG_06171,f46a862d-53c5-4633-806b-20b04f0f5039.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/f46a862d-53c5-4633-806b-20b04f0f5039.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,633,531,1.192,203.43,272.35,107.91,0.196,Good_Quality,f0a0558757975b92,train
IMG_01902,78c0b3f3-f1d6-4400-bf0d-1fca159d488b.jpg,lower-gi-tract/pathological-findings/polyps/78c0b3f3-f1d6-4400-bf0d-1fca159d488b.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,626,546,1.147,37.61,308.77,107.76,0.486,Good_Quality,94d1554c42377af9,train
IMG_00054,0a4c2cc2-a86f-4cac-84ca-942b17a6e6db.jpg,lower-gi-tract/anatomical-landmarks/cecum/0a4c2cc2-a86f-4cac-84ca-942b17a6e6db.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,629,530,1.187,223.4,168.2,123.67,0.14,Good_Quality,9520542546fd0fef,train
IMG_03074,dd78868f-6f81-4222-86b0-73a682718f5a.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/dd78868f-6f81-4222-86b0-73a682718f5a.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,623,530,1.175,197.29,170.86,105.66,4.98,High_Reflection,f59d04351550de7a,train
IMG_07382,29cc5b1d-c40a-485d-a0e4-2da3441c8ca8.jpg,upper-gi-tract/anatomical-landmarks/pylorus/29cc5b1d-c40a-485d-a0e4-2da3441c8ca8.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,613,524,1.17,204.58,180.57,146.6,1.725,Good_Quality,9095453335ddc36e,train
IMG_10016,0a7e5397-2bcf-4035-90e8-be38ae22c3a9.jpg,upper-gi-tract/pathological-findings/esophagitis-a/0a7e5397-2bcf-4035-90e8-be38ae22c3a9.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1349,1071,1.26,713.95,83.71,108.76,0.067,Good_Quality,e163849701ce1ff9,train
IMG_06147,ed74712f-ca02-4ec8-92a9-1af2fcbbd59d.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/ed74712f-ca02-4ec8-92a9-1af2fcbbd59d.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,635,547,1.161,230.95,284.49,115.51,0.527,Good_Quality,d0c10791234f4fdf,train
IMG_00986,f98eabc1-ba7f-4a9c-b152-434a91e66d1a.jpg,lower-gi-tract/anatomical-landmarks/cecum/f98eabc1-ba7f-4a9c-b152-434a91e66d1a.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,633,531,1.192,211.1,294.57,116.21,0.074,Good_Quality,d0211f0c733f6ea3,train
IMG_06417,3665ee6b-7644-4b1a-95ed-687a7c22a04e.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/3665ee6b-7644-4b1a-95ed-687a7c22a04e.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,627,548,1.144,218.67,354.76,90.84,0.004,Good_Quality,e02b94bf49960de6,train
IMG_03141,3254a62f-c471-49d8-af7a-80cf1b29ea90.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/3254a62f-c471-49d8-af7a-80cf1b29ea90.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2-3,20,572,531,1.077,256.71,344.58,104.2,0.978,Good_Quality,bf8015ff1423571a,train
