image_id,filename,relative_path,tract,category,super_category,super_category_id,class_name,class_id,width,height,aspect_ratio,file_size_kb,laplacian_var,mean_brightness,specular_ratio,quality_tag,phash,split,fold
IMG_10595,bc763a1d-8c8f-4725-926b-a6475069d452.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/bc763a1d-8c8f-4725-926b-a6475069d452.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1349,1071,1.26,649.37,64.75,105.99,1.967,Motion_Blur,b5e9d00001c7cf7f,train,3
IMG_01681,446b6a3e-6aac-4011-9912-f2dade891ecc.jpg,lower-gi-tract/pathological-findings/polyps/446b6a3e-6aac-4011-9912-f2dade891ecc.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,626,547,1.144,43.82,353.92,109.46,0.476,Good_Quality,96e11722d40d5afb,train,3
IMG_07501,49aed3ef-79e3-4e71-a08e-44e661872ea1.jpg,upper-gi-tract/anatomical-landmarks/pylorus/49aed3ef-79e3-4e71-a08e-44e661872ea1.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1012,1.21,866.54,74.71,121.8,0.099,Motion_Blur,94b151d98e674f8c,train,3
IMG_03853,dcd76094-d67a-478c-8a03-4e69caf67a29.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/dcd76094-d67a-478c-8a03-4e69caf67a29.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,532,1.19,172.97,632.58,117.18,0.276,Good_Quality,9525558517971e1f,train,3
IMG_07277,0fa388ff-ce9d-4e7b-b297-a9a43909e5ef.jpg,upper-gi-tract/anatomical-landmarks/pylorus/0fa388ff-ce9d-4e7b-b297-a9a43909e5ef.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,843.04,313.19,119.4,0.184,Good_Quality,9096d5cf03761f32,train,3
IMG_03585,6d4fb843-b446-4c43-86f6-438358b20714.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/6d4fb843-b446-4c43-86f6-438358b20714.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,532,1.19,194.72,613.41,115.23,0.67,Good_Quality,91cc55364e2b7297,train,3
IMG_05825,9f65efe7-0ce1-44dc-86ab-c98b2bb8a65b.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/9f65efe7-0ce1-44dc-86ab-c98b2bb8a65b.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,625,532,1.175,214.85,467.47,104.7,0.212,Good_Quality,d007439a4ee7793c,train,3
IMG_02693,011a7e6b-5a83-4cee-b56c-446f46951ebb.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/011a7e6b-5a83-4cee-b56c-446f46951ebb.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,623,529,1.178,153.88,67.94,102.38,3.227,Motion_Blur,f49400d416467ffe,train,3
IMG_08736,b3f51505-3849-4353-9c3c-80aadb4d9269.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/b3f51505-3849-4353-9c3c-80aadb4d9269.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,613,524,1.17,225.33,267.26,132.91,8.784,High_Reflection,a448512f55a75f1e,train,3
IMG_03763,b9bf2cc4-3f44-436d-8ddc-f9fb9348a372.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/b9bf2cc4-3f44-436d-8ddc-f9fb9348a372.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,178.78,681.47,98.87,1.36,Good_Quality,e185151716fade32,train,3
IMG_07398,2cc309e6-ca2b-4000-b665-3c848a6ea758.jpg,upper-gi-tract/anatomical-landmarks/pylorus/2cc309e6-ca2b-4000-b665-3c848a6ea758.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,880.56,82.99,128.96,0.036,Good_Quality,958b557f50cb123c,train,3
IMG_04090,22e8fe25-5151-4167-b2bb-e175c0a11c2a.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/22e8fe25-5151-4167-b2bb-e175c0a11c2a.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,166.9,614.1,104.4,1.157,Good_Quality,e4a0d5155557563e,train,3
IMG_05008,ebeb8c1f-a7a3-4f12-a248-6a0acc4d3872.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ebeb8c1f-a7a3-4f12-a248-6a0acc4d3872.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,157.22,567.51,107.83,0.14,Good_Quality,e4605595551d5ba7,train,3
IMG_02156,ba1162cf-5c78-46b9-a334-d669f8878b06.jpg,lower-gi-tract/pathological-findings/polyps/ba1162cf-5c78-46b9-a334-d669f8878b06.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,558,454,1.229,20.96,114.63,96.63,0.092,Good_Quality,953f40ec0e295af5,train,3
IMG_07663,7194bd16-dde4-4562-bb1a-49a1c3ab3783.jpg,upper-gi-tract/anatomical-landmarks/pylorus/7194bd16-dde4-4562-bb1a-49a1c3ab3783.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1349,1071,1.26,671.95,65.77,120.18,0.119,Motion_Blur,d1e144cd11337ece,train,3
IMG_05331,20e405b3-6824-4a80-84a1-06add5d7420b.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/20e405b3-6824-4a80-84a1-06add5d7420b.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,624,500,1.248,177.55,170.14,106.57,2.142,Good_Quality,90c4134b6ff94b27,train,3
IMG_00834,cdafb18b-1992-4c52-bf3e-083882a4644c.jpg,lower-gi-tract/anatomical-landmarks/cecum/cdafb18b-1992-4c52-bf3e-083882a4644c.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,247.61,551.94,110.61,0.945,Good_Quality,d460114147675f7f,train,3
IMG_07572,5a52e531-d5c3-4ee2-87e3-3859a3c5f849.jpg,upper-gi-tract/anatomical-landmarks/pylorus/5a52e531-d5c3-4ee2-87e3-3859a3c5f849.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,864.3,80.76,147.79,0.72,Good_Quality,8495558b47743bd6,train,3
IMG_05540,555d17ab-16ae-4275-8c21-644fad7d2331.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/555d17ab-16ae-4275-8c21-644fad7d2331.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,623,530,1.175,185.04,269.66,98.05,7.963,High_Reflection,c03f04e7116e6e79,train,3
IMG_00535,852b2d98-f5ee-45dd-bffc-aa7a5bbff9b0.jpg,lower-gi-tract/anatomical-landmarks/cecum/852b2d98-f5ee-45dd-bffc-aa7a5bbff9b0.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,624,531,1.175,223.69,487.49,93.9,1.671,Good_Quality,d08103074f0f5ffe,train,3
IMG_09993,deaa2cad-a016-4955-acd8-eb7ef305ba3e.jpg,upper-gi-tract/pathological-findings/barretts-short-segment/deaa2cad-a016-4955-acd8-eb7ef305ba3e.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,barretts-short-segment,1,1221,1012,1.207,745.37,68.41,144.47,0.348,Motion_Blur,a487155f41374a77,train,3
IMG_08489,5b29717d-f9a4-4423-8bb4-d340c6d2bf66.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/5b29717d-f9a4-4423-8bb4-d340c6d2bf66.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1013,1.205,673.49,254.74,94.4,5.433,High_Reflection,c03780fe92761fc6,train,3
IMG_08775,c1beb58e-bb3c-466a-bc43-123604c99a51.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/c1beb58e-bb3c-466a-bc43-123604c99a51.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1225,1013,1.209,905.89,114.52,132.89,0.279,Good_Quality,9d6b4092167d0fab,train,3
IMG_07245,06b74824-ce90-46b7-8e8e-40a0ed958958.jpg,upper-gi-tract/anatomical-landmarks/pylorus/06b74824-ce90-46b7-8e8e-40a0ed958958.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1011,1.208,811.92,67.32,134.26,0.292,Motion_Blur,9595553e41437ec3,train,3
IMG_10201,7a94a3b2-b8a2-4f64-b5c9-6fefdf3cba39.jpg,upper-gi-tract/pathological-findings/esophagitis-a/7a94a3b2-b8a2-4f64-b5c9-6fefdf3cba39.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1349,1071,1.26,678.49,41.45,113.78,0.045,Motion_Blur,94654133041e6fff,train,3
IMG_08920,ed702df2-09bc-4e2a-aa43-8c576f0b5a5d.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/ed702df2-09bc-4e2a-aa43-8c576f0b5a5d.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1349,1071,1.26,723.79,101.18,110.24,0.237,Good_Quality,a42e94bf41fb426c,train,3
IMG_06983,caf31344-e40a-4cd0-99bd-7bdade66add0.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/caf31344-e40a-4cd0-99bd-7bdade66add0.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,635,548,1.159,229.04,339.97,111.18,0.157,Good_Quality,952455635b33e23d,train,3
IMG_10243,92c906de-fb6a-42ac-99b9-9529517b6f0a.jpg,upper-gi-tract/pathological-findings/esophagitis-a/92c906de-fb6a-42ac-99b9-9529517b6f0a.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1221,1014,1.204,613.83,36.28,151.17,1.133,Motion_Blur,c0cb950f503f133f,train,3
IMG_05226,03a4ebac-3bc9-432d-a8d3-6236fbb6978c.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/03a4ebac-3bc9-432d-a8d3-6236fbb6978c.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,623,530,1.175,192.96,314.82,103.06,10.864,High_Reflection,d43f01f60fd8cd60,train,3
IMG_07586,5d8e7150-5cd3-466b-9edb-c6505d5353d9.jpg,upper-gi-tract/anatomical-landmarks/pylorus/5d8e7150-5cd3-466b-9edb-c6505d5353d9.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1011,1.208,793.97,63.83,140.79,0.081,Motion_Blur,845f556141f3571e,train,3
IMG_10231,8dd4e793-59f6-4768-a524-71421b9536e0.jpg,upper-gi-tract/pathological-findings/esophagitis-a/8dd4e793-59f6-4768-a524-71421b9536e0.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1221,1021,1.196,806.6,578.37,135.42,0.522,Good_Quality,a1d6153d51255e73,train,3
IMG_07175,f869f568-0a0b-47a7-9be7-64aa5074f2e9.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/f869f568-0a0b-47a7-9be7-64aa5074f2e9.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,635,548,1.159,235.94,326.93,107.45,0.239,Good_Quality,d4981103563f3bdb,train,3
IMG_02065,a335def5-f5d2-4828-8b05-2590b406680b.jpg,lower-gi-tract/pathological-findings/polyps/a335def5-f5d2-4828-8b05-2590b406680b.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,622,529,1.176,40.59,239.09,120.45,0.355,Good_Quality,c52b507c03fa4fe1,train,3
IMG_04310,5305fd0d-749f-4ad8-8da2-725b7ade6eaa.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/5305fd0d-749f-4ad8-8da2-725b7ade6eaa.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,160.25,587.42,108.2,0.173,Good_Quality,b580c5155e535adb,train,3
IMG_00357,54587a49-76f4-4c22-997d-16d7194685a6.jpg,lower-gi-tract/anatomical-landmarks/cecum/54587a49-76f4-4c22-997d-16d7194685a6.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,633,531,1.192,213.63,433.16,119.93,0.043,Good_Quality,c5805513531f5bcf,train,3
IMG_05782,94688970-a9c2-403b-aaf6-13ec8f1041f1.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/94688970-a9c2-403b-aaf6-13ec8f1041f1.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,631,531,1.188,197.03,441.9,89.89,3.037,Good_Quality,de210126722b6fde,train,3
IMG_01505,174a9acb-8d5b-49ea-93fc-63899d6f8b54.jpg,lower-gi-tract/pathological-findings/polyps/174a9acb-8d5b-49ea-93fc-63899d6f8b54.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,571,530,1.077,38.59,335.79,96.74,2.958,Good_Quality,94cb144b05b21f7f,train,3
IMG_02221,ca19617e-69a2-474c-bea8-9ccb2822c1fa.jpg,lower-gi-tract/pathological-findings/polyps/ca19617e-69a2-474c-bea8-9ccb2822c1fa.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,626,546,1.147,51.73,498.65,123.13,0.236,Good_Quality,94a5454d475e1b3b,train,3
IMG_02904,7fcbaeaa-1cd7-42dc-bdff-db8faf9bfe20.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/7fcbaeaa-1cd7-42dc-bdff-db8faf9bfe20.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,572,531,1.077,176.38,166.24,103.3,2.68,Good_Quality,8ac5550e55a855ef,train,3
IMG_07840,9dc94d75-a08f-403f-b78d-cbdd222c9ef2.jpg,upper-gi-tract/anatomical-landmarks/pylorus/9dc94d75-a08f-403f-b78d-cbdd222c9ef2.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,900.69,106.15,137.83,1.034,Good_Quality,c11f41b556f11fd0,train,3
IMG_05681,7be6ccb9-07df-4a42-805f-1ff147314b7f.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/7be6ccb9-07df-4a42-805f-1ff147314b7f.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,623,529,1.178,231.89,274.27,114.67,0.801,Good_Quality,94b253955569b69a,train,3
IMG_01664,3e8ee41b-77fe-4cc4-b099-a1460b2f5d6a.jpg,lower-gi-tract/pathological-findings/polyps/3e8ee41b-77fe-4cc4-b099-a1460b2f5d6a.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,557,474,1.175,21.58,295.73,49.45,0.916,Good_Quality,f1f8580a46e36b0f,train,3
IMG_01687,44d19905-4686-4778-966b-8795ab90cd37.jpg,lower-gi-tract/pathological-findings/polyps/44d19905-4686-4778-966b-8795ab90cd37.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,571,530,1.077,32.16,395.98,75.11,3.564,Good_Quality,8c5395aa54ad72cd,train,3
IMG_05097,1aab4ffd-442a-4089-be28-0c715b50d839.jpg,lower-gi-tract/quality-of-mucosal-views/impacted-stool/1aab4ffd-442a-4089-be28-0c715b50d839.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,impacted-stool,11,633,532,1.19,170.41,555.35,87.89,0.281,Good_Quality,9521df376eda3088,train,3
IMG_10508,69d3eadd-8c94-4849-94c1-fdfbf77f2a4c.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/69d3eadd-8c94-4849-94c1-fdfbf77f2a4c.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1221,1011,1.208,728.84,52.7,132.06,0.806,Motion_Blur,a04254ff153f0aaf,train,3
IMG_10197,75a08be9-301d-4b8f-b6d2-eac58f4361ff.jpg,upper-gi-tract/pathological-findings/esophagitis-a/75a08be9-301d-4b8f-b6d2-eac58f4361ff.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1225,1015,1.207,710.26,270.97,143.38,0.644,Good_Quality,e04fd5b7151a1678,train,3
IMG_07082,dfd350e5-37d4-4963-8424-d2893fa9c0c9.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/dfd350e5-37d4-4963-8424-d2893fa9c0c9.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,532,1.19,198.76,627.93,106.71,0.165,Good_Quality,950a555b16fe5e28,train,3
IMG_03738,b1718ee3-0bfd-4184-b082-0fa66107f7db.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/b1718ee3-0bfd-4184-b082-0fa66107f7db.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,170.63,596.49,106.54,1.38,Good_Quality,d1c0152bdeed4e89,train,3
IMG_09310,5e671720-1d1f-4969-a665-12914cfbb548.jpg,upper-gi-tract/anatomical-landmarks/z-line/5e671720-1d1f-4969-a665-12914cfbb548.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1221,1020,1.197,1047.48,853.42,141.65,0.04,Good_Quality,b08745bd51785e33,train,3
IMG_00273,4217e736-4323-4481-a7c5-bdad40a7780b.jpg,lower-gi-tract/anatomical-landmarks/cecum/4217e736-4323-4481-a7c5-bdad40a7780b.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,547,1.161,255.1,444.83,118.22,0.51,Good_Quality,d1815707531f6cf8,train,3
IMG_04640,96866316-08b3-452d-a5be-99b68b3e8b39.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/96866316-08b3-452d-a5be-99b68b3e8b39.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,166.77,615.49,95.27,0.469,Good_Quality,f0980f03553f566b,train,3
IMG_08085,df572f60-5bfd-4357-a8c5-6413a225723b.jpg,upper-gi-tract/anatomical-landmarks/pylorus/df572f60-5bfd-4357-a8c5-6413a225723b.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1279,1023,1.25,873.01,262.65,124.32,0.154,Good_Quality,e4a5ca979b5ba444,train,3
IMG_06607,6915d29e-979f-4348-bf6a-6867e386b089.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/6915d29e-979f-4348-bf6a-6867e386b089.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,531,1.192,188.6,470.68,100.22,0.134,Good_Quality,9584d51717f8da4a,train,3
IMG_01029,08a78ae3-515e-4520-b7ea-b747ed1c0312.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/08a78ae3-515e-4520-b7ea-b747ed1c0312.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,633,532,1.19,187.64,388.74,101.32,0.0,Good_Quality,9523576b4c3f4a31,train,3
IMG_08782,c3367c9d-7719-4e6a-8c74-7b549caaeba3.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/c3367c9d-7719-4e6a-8c74-7b549caaeba3.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1225,1014,1.208,719.22,48.34,126.77,4.916,Motion_Blur,b11bd13b417e4e2c,train,3
IMG_02478,f22f0f15-ec94-430c-bc6d-8c235092c34a.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-0-1/f22f0f15-ec94-430c-bc6d-8c235092c34a.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-0-1,16,624,529,1.18,198.26,944.48,72.4,0.381,Good_Quality,946f413645bace99,train,3
IMG_08449,4c498ac9-b378-40ed-b14e-87bae1be0980.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/4c498ac9-b378-40ed-b14e-87bae1be0980.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1011,1.208,698.24,275.32,149.25,0.048,Good_Quality,b13151ce15e63bcc,train,3
IMG_10553,99a4bae7-d05b-4f1a-9f69-a49c83472e90.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/99a4bae7-d05b-4f1a-9f69-a49c83472e90.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1225,1014,1.208,819.31,89.72,153.47,0.185,Good_Quality,8592516d06da5b7d,train,3
IMG_07583,5d4c7472-09d6-4380-b236-d14d95dd43d4.jpg,upper-gi-tract/anatomical-landmarks/pylorus/5d4c7472-09d6-4380-b236-d14d95dd43d4.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,721.42,61.29,129.45,0.104,Motion_Blur,81e9158d559e4f72,train,3
IMG_06079,d957daad-30c6-48fa-8209-5e1902ea465b.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/d957daad-30c6-48fa-8209-5e1902ea465b.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,614,531,1.156,208.21,817.64,94.7,0.33,Good_Quality,9586731c16db6e19,train,3
IMG_00861,d578e867-1cc1-406a-8ff2-6ab38f35e17b.jpg,lower-gi-tract/anatomical-landmarks/cecum/d578e867-1cc1-406a-8ff2-6ab38f35e17b.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,621,531,1.169,197.56,375.29,106.57,0.713,Good_Quality,c5853714501e777b,train,3
IMG_10559,9d799a83-7313-4187-a511-fe9f482b1c11.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/9d799a83-7313-4187-a511-fe9f482b1c11.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1349,1071,1.26,669.94,54.84,123.87,0.015,Motion_Blur,f06104cf41f8d3cf,train,3
IMG_09989,d0313453-b4ad-4112-ac4e-830966d7c946.jpg,upper-gi-tract/pathological-findings/barretts-short-segment/d0313453-b4ad-4112-ac4e-830966d7c946.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,barretts-short-segment,1,1225,1014,1.208,772.72,41.53,101.59,0.373,Motion_Blur,c01fc07f10fe07f8,train,3
IMG_02111,adc070d1-04c3-46b3-8683-a816effcd13e.jpg,lower-gi-tract/pathological-findings/polyps/adc070d1-04c3-46b3-8683-a816effcd13e.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,622,530,1.174,36.89,429.63,106.68,0.054,Good_Quality,852454d556667adb,train,3
IMG_05047,f5a4293f-67b0-4379-bc81-2b1e65e20e8d.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/f5a4293f-67b0-4379-bc81-2b1e65e20e8d.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,152.84,609.58,97.68,0.551,Good_Quality,f421952557055ef6,train,3
IMG_10105,3c3ee5b1-d0b7-48ad-a39d-09999060e7c7.jpg,upper-gi-tract/pathological-findings/esophagitis-a/3c3ee5b1-d0b7-48ad-a39d-09999060e7c7.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1225,1015,1.207,725.36,40.47,125.78,1.929,Motion_Blur,e01f80df147e469e,train,3
IMG_00075,0f002100-95d7-4c31-9a9e-532898053829.jpg,lower-gi-tract/anatomical-landmarks/cecum/0f002100-95d7-4c31-9a9e-532898053829.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,633,532,1.19,222.38,310.52,111.12,0.126,Good_Quality,d4215701371e7b3b,train,3
IMG_10001,02cefcd3-32ca-49fb-b7c7-c174e2683c00.jpg,upper-gi-tract/pathological-findings/esophagitis-a/02cefcd3-32ca-49fb-b7c7-c174e2683c00.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1349,1071,1.26,755.45,73.97,108.37,0.012,Motion_Blur,f11f043a003d47ff,train,3
IMG_05218,f917de7a-2ec4-4cec-92d4-cf27e8b1fcb8.jpg,lower-gi-tract/quality-of-mucosal-views/impacted-stool/f917de7a-2ec4-4cec-92d4-cf27e8b1fcb8.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,impacted-stool,11,633,531,1.192,162.0,573.0,72.96,0.165,Good_Quality,e10cd71674db5a29,train,3
IMG_08250,0bc9a9de-c3b1-4740-a930-be96291f751d.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/0bc9a9de-c3b1-4740-a930-be96291f751d.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1225,1014,1.208,766.37,47.3,108.45,0.047,Motion_Blur,8362952856bbce3e,train,3
IMG_03006,b519a345-aa47-4135-b0d8-b58256ca7491.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/b519a345-aa47-4135-b0d8-b58256ca7491.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,572,531,1.077,168.13,93.91,96.24,0.0,Good_Quality,b5c3553d12a5407f,train,3
IMG_10444,29876030-cb35-48ed-bd3f-52a05ea8f1b0.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/29876030-cb35-48ed-bd3f-52a05ea8f1b0.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1221,1011,1.208,673.12,270.16,141.88,3.075,Good_Quality,a525d59a65b15e26,train,3
IMG_04500,78b40bbd-ef62-4ba4-8ecf-b726abe25b74.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/78b40bbd-ef62-4ba4-8ecf-b726abe25b74.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,161.23,614.01,110.35,0.148,Good_Quality,b50cd50754734e1f,train,3
IMG_05867,a9cd8ce1-9c15-4efb-ba9f-9066b703c83d.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/a9cd8ce1-9c15-4efb-ba9f-9066b703c83d.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,628,530,1.185,243.73,362.46,108.99,2.945,Good_Quality,dd34102571d716f6,train,3
IMG_08570,773f6fe0-7904-4c6e-8438-bd8769ed4b59.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/773f6fe0-7904-4c6e-8438-bd8769ed4b59.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1011,1.208,762.14,270.82,113.95,0.03,Good_Quality,b1f3550457f97e00,train,3
